timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
2021-04-27T17:17:22Z,25-34,Entertainment,Theatre director,NA,60000,,GBP,,NA,UK,NA,London,2 - 4 years,2 - 4 years,College degree,Non-binary,White
2021-04-27T17:17:22Z,25-34,Nonprofits,Development Coordinator,I’m also responsible for managing/improving/developing our Salesforce database and do grant writing,41600,,USD,,i’m half time so get no benefits (except paid sick time as required by law),US,Massachusetts,Boston,2 - 4 years,1 year or less,College degree,Non-binary,White
2021-04-27T17:18:09Z,45-54,Government and Public Administration,Director Agriculture Programs,NA,167000,,USD,,NA,USA,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:18:11Z,55-64,Engineering or Manufacturing,Lead Test Engineer,Aerospace Principal Engineer,138100,,USD,,NA,USA,Washington,Redmond,31 - 40 years,31 - 40 years,College degree,Man,White
2021-04-27T17:18:13Z,25-34,Recruitment or HR,Recruiting Manager,NA,155000,,USD,,NA,USA,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:18:15Z,35-44,Health care,Director of Strategy,Similar to Product Strategy/Product Marketing,168900,,USD,,Bonus reported is the target but can be lower,US,Pennsylvania,King of Prussia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:18:18Z,35-44,Education (Higher Education),Laboratory Supervisor,NA,67000,,USD,,NA,USA,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:18:19Z,25-34,Computing or Tech,ux research,NA,170000,,USD,,stock and annual bonus,US,California,SF Bay,2 - 4 years,2 - 4 years,PhD,Woman,White
2021-04-27T17:18:24Z,25-34,Social Work,School-Based Intervention Counselor,NA,33280,,USD,,NA,US,New York,"Gloversville, NY",8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:18:28Z,35-44,Government and Public Administration,Children's Librarian,NA,77000,,USD,,NA,usa,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:18:34Z,25-34,Education (Higher Education),Project analyst,NA,50000,,AUD/NZD,,NA,New Zealand,NA,Auckland,2 - 4 years,1 year or less,PhD,Woman,White
2021-04-27T17:18:38Z,35-44,Education (Primary/Secondary),Special Education Teacher,NA,69920,,CAD,,NA,Canada,NA,Montreal,8 - 10 years,11 - 20 years,College degree,Non-binary,White
2021-04-27T17:18:49Z,25-34,Business or Consulting,Online Sales Associate,NA,39500,,USD,,NA,United States,Ohio,Toledo,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:18:58Z,25-34,Media & Digital,Reporter,NA,50000,,USD,,NA,United States,Texas,San Antonio,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:19:12Z,35-44,Law,Director of Operations,NA,96000,,USD,,NA,US,California,Long Beach,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T17:19:13Z,25-34,Computing or Tech,Software Engineer,NA,205000,,USD,,NA,United States,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Man,White
2021-04-27T17:19:16Z,45-54,Education (Higher Education),Lecturer,NA,116584,,AUD/NZD,,NA,Australia,NA,Gold Coast,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:19:26Z,35-44,Nonprofits,IT Specialist,NA,72000,,USD,,NA,United States,Illinois,Chicago,21 - 30 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:19:29Z,25-34,Education (Higher Education),"Director, GEAR UP Program",NA,73000,,USD,,NA,US,Nevada,Las Vegas,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T17:19:32Z,25-34,Nonprofits,Database Manager,NA,40000,,USD,,NA,US,North Carolina,Raleigh,2 - 4 years,2 - 4 years,College degree,NA,NA
2021-04-27T17:19:43Z,35-44,Government and Public Administration,Geologist,NA,83496,,USD,,NA,USA,Missouri,Kansas City,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:19:49Z,35-44,Social Work,Clinical Supervisor (LCSW),NA,51000,,USD,,NA,United States,Illinois,Peoria,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:19:55Z,25-34,Computing or Tech,Executive Assistant,NA,52000,,USD,,NA,USA,Arizona,Chandler,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:19:56Z,35-44,Law,Attorney,NA,85000,,USD,,Income varies because I'm self-employed and work on a contingency basis.,USA,Arizona,Phoenix,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T17:19:59Z,45-54,"Marketing, Advertising & PR",Chief Marketing Officer,NA,200000,,USD,,NA,USA,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:20:11Z,25-34,Media & Digital,Associate Director Paid Search,NA,105000,,USD,,NA,United States,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
2021-04-27T17:20:16Z,25-34,Government and Public Administration,Safety Coordinator,"Environmental and occupational health, non-supervisory but lateral to mid-level management",45000,,USD,,"Extensive non-monetary benefits: 8 weeks PTO/year, no-premiums for health insurance for me and dependents, work clothes and boots provided by employer",USA,California,Eureka,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:20:23Z,35-44,Government and Public Administration,Deputy Courtroom Clerk,NA,80000,,USD,,NA,United States,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:20:26Z,25-34,Nonprofits,Corporate & Foundation Relations Manager,"Fundraising role that includes developing relationships with corporations and foundations to encourage giving, as well as grant writing.",41000,,USD,,NA,USA,Montana,Missoula,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:20:29Z,35-44,Government and Public Administration,Special Project Coordinator,NA,75000,,USD,,NA,USA,Illinois,Chicago,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-04-27T17:20:31Z,35-44,Utilities & Telecommunications,Technician,NA,175000,,USD,,NA,United States,New Jersey,Sewaren,21 - 30 years,11 - 20 years,High School,Man,White
2021-04-27T17:20:31Z,55-64,Health care,Pathology Admin Coordinator,NA,56000,,USD,,NA,USA,Texas,Dallas,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T17:21:07Z,25-34,Nonprofits,Grant Manager,NA,75000,,USD,,NA,USA,Minnesota,Bloomington,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:21:43Z,45-54,Media & Digital,Editor at news outlet,NA,80000,,USD,,NA,United States,California,Los Angeles,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:21:45Z,45-54,Property or Construction,Project Coordinator,NA,31200,,USD,,NA,USA,Michigan,"Waterford, MI",21 - 30 years,11 - 20 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:21:45Z,45-54,Government and Public Administration,Administrative Specialist,NA,32676,,USD,,before taxes not after,USA,Kansas,"WFH (Was Topeka, KS. Now Whiting, KS)",31 - 40 years,8 - 10 years,Some college,Woman,White
2021-04-27T17:21:54Z,25-34,Nonprofits,Project Manager,Research and Evaluation,58000,,USD,,NA,USA,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:21:59Z,45-54,Publishing,Business Process Manager,NA,60000,,USD,,NA,United States,California,San Diego,21 - 30 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:22:02Z,25-34,Nonprofits,Community Engagement Associate,NA,49500,,USD,,NA,United States,Iowa,Des Moines,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:22:22Z,25-34,Biotech,Technical writer II,NA,94000,,USD,,NA,United States,California,San Diego,5-7 years,5-7 years,High School,Woman,White
2021-04-27T17:22:29Z,25-34,"Accounting, Banking & Finance",Regulatory Compliance Manager,NA,200000,,USD,,NA,USA,Iowa,Des Moines,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T17:22:32Z,35-44,Theatre,Box Office Supervisor,NA,20000,,GBP,,NA,UK,NA,Chichester,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:22:34Z,25-34,Government and Public Administration,Project Officer,NA,111000,,AUD/NZD,,NA,Australia,NA,Sydney,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer
2021-04-27T17:22:44Z,25-34,Art & Design,Exhibitions Manager,I work for an art museum,81000,,AUD/NZD,,NA,New Zealand,NA,Wellington,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T17:22:45Z,25-34,Social Work,Mental Health Professional,NA,87000,,USD,,NA,United States,Minnesota,White Earth,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:22:51Z,35-44,Insurance,Risk modeler,NA,165000,,USD,,NA,USA,California,San Francisco,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-04-27T17:22:57Z,55-64,Education (Higher Education),Math Instructor (Tenured),I teach at a Community College,150000,,USD,,NA,United States,California,Monterey,31 - 40 years,31 - 40 years,Master's degree,Woman,White
2021-04-27T17:22:57Z,25-34,"Accounting, Banking & Finance",Compliance and Risk Officer,NA,98000,,USD,,"Bonus target of 20% of base salary, can be adjusted +/- up to 30% based on firm performance",United States,Texas,Austin,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T17:23:01Z,35-44,"Accounting, Banking & Finance",Client Advisor,Trust Officer,88000,,USD,,NA,U.S.,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:23:01Z,25-34,Education (Higher Education),Assistant Professor,NA,47500,,USD,,NA,United States,West Virginia,Clarksburg,5-7 years,5-7 years,PhD,Woman,White
2021-04-27T17:23:05Z,25-34,Government and Public Administration,Economic Self Sufficiency Specialist,NA,27012,,USD,,NA,United States,Florida,Tampa,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:23:05Z,25-34,Engineering or Manufacturing,Senior project engineer,NA,78000,,USD,,NA,Usa,Texas,Austin,2 - 4 years,2 - 4 years,Master's degree,Man,White
2021-04-27T17:23:06Z,25-34,Education (Primary/Secondary),"Library Media Specialist, K-12","school librarian/library teacher (middle school level, currently)",74155,,USD,,NA,US,New York,Westchester,11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T17:23:09Z,35-44,medical research,senior research assistant,NA,69000,,AUD/NZD,,NA,Australia,NA,Brisbane,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:23:14Z,35-44,Architecture,Project Administrator,NA,80000,,CAD,,NA,Canada,NA,Calgary,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:23:16Z,35-44,Government and Public Administration,"Manager, Airport Parking",NA,115000,,USD,,NA,USA,New York,New York City,11 - 20 years,5-7 years,Master's degree,Man,White
2021-04-27T17:23:24Z,35-44,Property or Construction,Office Manager,NA,52000,,USD,,NA,US,Ohio,Columbus,11 - 20 years,5-7 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T17:23:25Z,45-54,Computing or Tech,Lead Support Specialist,NA,90000,,CAD,,NA,Canada,NA,"Waterloo, Ontario",21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:23:31Z,25-34,Science,Lab Technician,"more like a research chemist, role has changed since I've been here, title hasn't.",65000,,AUD/NZD,,NA,New Zealand,NA,rural,2 - 4 years,2 - 4 years,Master's degree,Woman,"White, Another option not listed here or prefer not to answer"
2021-04-27T17:23:35Z,25-34,"Marketing, Advertising & PR",Senior Strategist,NA,100000,,USD,,NA,USA,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-04-27T17:23:37Z,35-44,Computing or Tech,Organizational Development Specialist 4,NA,93000,,USD,,NA,U.S.,Ohio,Cleveland,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:23:40Z,35-44,"Marketing, Advertising & PR",Communications & Marketing Director,For a government agency,93000,,USD,,NA,United State,Texas,Houston metro area,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:23:42Z,35-44,Education (Higher Education),Instructional Designer,NA,60000,,USD,,NA,US,Michigan,Saginaw,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:23:45Z,35-44,Agriculture or Forestry,International Logistics Manager,NA,101000,,USD,,NA,USA,California,Geyserville,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:23:54Z,25-34,"Marketing, Advertising & PR",Senior Specialist,NA,68000,,USD,,NA,USA,Texas,San Antonio,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:24:22Z,35-44,restoration,independent consulting botanist,NA,184000,,USD,,Most of my work is in the spring and summer. Fall and winter are slow.,United States,California,all over N CA,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:24:43Z,25-34,Hospitality & Events,Bakery assistant,NA,32000,,AUD/NZD,,NA,Australia,NA,Brisbane,8 - 10 years,8 - 10 years,High School,Man,"White, Another option not listed here or prefer not to answer"
2021-04-27T17:24:46Z,18-24,Retail,Assistant Manager,NA,16653,,GBP,,NA,United Kingdom,NA,Egham,2 - 4 years,1 year or less,Some college,Man,White
2021-04-27T17:24:55Z,35-44,Education (Higher Education),Academic Advisor,NA,51000,,USD,,NA,U.S.,Massachusetts,prefer not to say,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:25:06Z,35-44,Engineering or Manufacturing,Production Coordinator III,NA,106000,,USD,,NA,USA,Illinois,Chicago suburbs,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T17:25:06Z,25-34,Business or Consulting,Senior Financial Analyst,NA,83400,,USD,,NA,USA,Tennessee,Nashville,5-7 years,5-7 years,College degree,Man,White
2021-04-27T17:25:07Z,25-34,Government and Public Administration,Director of Policy,I work at a public housing authority,107000,,USD,,NA,United States,California,n/a,8 - 10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
2021-04-27T17:25:10Z,35-44,Education (Higher Education),program administrator,NA,100000,,USD,,NA,US,California,Los Angeles,21 - 30 years,11 - 20 years,PhD,Woman,White
2021-04-27T17:25:13Z,35-44,"Accounting, Banking & Finance",Supervisor - Financial and Business Services,Essentially a senior financial analyst with oversight over revenue accounting,116300,,USD,,NA,United States,South Carolina,Columbia,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:25:31Z,25-34,Business or Consulting,Partner,NA,260000,,USD,,NA,United States,Maryland,Baltimore,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:25:37Z,18-24,Retail,Colleague,NA,17280,,GBP,,NA,England,NA,Coventry,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T17:25:38Z,25-34,Government and Public Administration,Passport Officer,NA,62000,,CAD,,NA,Canada,NA,Winnipeg,2 - 4 years,5-7 years,College degree,Woman,White
2021-04-27T17:25:42Z,25-34,Art & Design,Senior Art Director,NA,90000,,USD,,"Small company, less competitive salary than other studios.",United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:26:23Z,35-44,Computing or Tech,Engineering Lead,NA,145000,,USD,,NA,United States,Illinois,Chicago,21 - 30 years,21 - 30 years,Some college,Man,White
2021-04-27T17:26:25Z,25-34,Nonprofits,Campaign Manager,Nonprofit policy/advocacy campaign manager,68000,,USD,,NA,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Non-binary,White
2021-04-27T17:26:36Z,25-34,Engineering or Manufacturing,Quality Control Supervisor,NA,60000,,USD,,NA,USA,Colorado,Lafayette,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T17:26:43Z,45-54,Social Work,Trafficking Victim Case Manager,I assist foreign nationals who have been trafficked in the US,24000,,USD,,I work part time,USA,Michigan,Detroit area,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T17:26:48Z,25-34,Law,Attorney,Prosecutor,113000,,USD,,NA,USA,Washington,Seattle,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-27T17:26:48Z,35-44,Health care,Organizational Development Consultant,NA,99000,,USD,,NA,United States,NA,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T17:26:58Z,35-44,Nonprofits,Events & Development Director,NA,45000,,USD,,NA,USA,Colorado,Denver,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:27:01Z,35-44,Government and Public Administration,Pension Advisory Officer,NA,72000,,CAD,,NA,Canada,NA,East Coast,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:27:19Z,18-24,"Accounting, Banking & Finance",Financial Analyst,Accounting and Finance Development Program,50500,,USD,,"The $5,000 additional monetary compensation is for a sign on bonus",United States,Iowa,Muscatine,1 year or less,1 year or less,College degree,Woman,White
2021-04-27T17:27:28Z,35-44,Media & Digital,Director of Product,Currently at a higher ed institution,90000,,USD,,NA,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T17:27:32Z,45-54,Property or Construction,Senior Property Manager,I manage one commercial/retail shopping center,138000,,USD,,NA,USA,Virginia,Fairfax,31 - 40 years,21 - 30 years,Some college,Woman,"Asian or Asian American, White"
2021-04-27T17:27:49Z,25-34,Business or Consulting,Technical consultant (data science/AI),Full-stack data science/engineering with ML/AI components,90000,,USD,,NA,United States,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T17:27:50Z,25-34,Biomedical Research,"Research Scientist, Senior-level",NA,82000,,USD,,NA,United States,Colorado,Vail,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T17:28:07Z,45-54,IT MSP,Office manager,NA,60000,,USD,,NA,USA,Connecticut,Essex,21 - 30 years,11 - 20 years,Some college,Woman,White
